id,cluster
21664,92
21665,46
21666,92
21667,92
21668,20
21670,25
21671,22
21672,75
21674,37
21675,95
21676,80
21677,88
21678,3
21679,15
21681,41
21682,64
21685,3
21686,15
21687,17
21688,75
21689,37
21690,15
21691,35
21692,92
21693,17
21694,92
21695,92
21696,92
21697,92
21698,92
21699,92
21700,97
21701,92
21702,92
21703,92
21704,74
21705,92
21706,92
21707,92
21708,74
21709,59
21710,7
21711,92
21712,17
21713,92
21714,7
21715,92
21716,92
21717,7
21718,92
21719,92
21720,92
21721,92
21722,18
21723,59
21724,21
21725,92
21726,17
21727,17
21728,92
21729,92
21730,92
21731,7
21732,59
21733,92
21734,92
21735,92
21736,92
21737,85
21738,92
21739,92
21740,92
21741,92
21742,92
21743,86
21744,92
21745,92
21746,92
21747,7
21748,92
21749,7
21750,92
21751,82
21752,92
21753,92
21754,74
21755,15
21756,7
21757,92
21758,27
21759,94
21760,17
21761,40
21762,8
21763,93
21764,74
21765,69
21766,38
21767,37
21768,82
21769,38
21770,43
21771,1
21772,85
21773,15
21774,20
21775,91
21776,18
21777,98
21778,36
21781,81
21782,82
21783,8
21784,57
21785,99
21787,22
21788,91
21789,65
21790,73
21791,77
21793,15
21794,17
21795,17
21796,82
21797,92
21802,97
21806,22
21807,76
21808,94
21809,37
21810,17
21811,99
21812,7
21813,92
21814,18
21815,13
21816,16
21817,48
21818,30
21819,73
21820,10
21821,37
21822,80
21823,3
21824,33
21826,55
21828,18
21829,89
21830,74
21832,17
21833,12
21834,29
21835,89
21836,92
21837,89
21838,0
21839,1
21840,63
21841,17
21842,17
21843,64
21844,3
21845,3
21846,17
21847,1
21849,10
21850,59
21851,14
21852,72
21853,41
21854,33
21857,17
21858,37
21859,53
21861,17
21863,17
21864,74
21865,74
21866,4
21867,37
21868,93
21869,13
21870,37
21871,92
21872,26
21873,25
21874,24
21876,17
21877,12
21879,33
21880,31
21881,20
21882,70
21883,16
21884,3
21885,69
21886,2
21887,37
21888,17
21889,96
21890,98
21891,33
21892,33
21893,94
21894,86
21895,60
21897,33
21898,71
21899,82
21900,81
21901,92
21902,36
21903,16
21904,33
21905,26
21907,79
21908,17
21909,41
21910,74
21913,35
21914,3
21915,27
21917,49
21918,20
21919,8
21920,38
21921,4
21927,7
21928,16
21929,16
21930,7
21931,7
21932,37
21933,80
21934,37
21935,3
21936,10
21937,10
21938,18
21939,52
21941,83
21942,92
21943,37
21944,70
21948,40
21949,76
21952,50
21953,65
21955,86
21956,77
21957,34
21958,17
21959,13
21960,17
21962,2
21963,17
21964,37
21965,79
21967,10
21968,2
21969,16
21970,90
21971,7
21972,31
21973,32
21975,17
21976,41
21977,41
21978,77
21979,92
21980,86
21981,20
21982,34
21983,36
21984,4
21985,9
21986,84
21987,18
21988,44
21990,31
21991,12
21992,20
21993,0
21994,74
21995,20
21996,53
21997,92
21998,82
21999,37
22000,16
22001,99
22002,1
22003,69
22004,93
22005,79
22008,62
22010,35
22012,86
22013,62
22014,24
22017,18
22018,91
22019,69
22021,12
22022,74
22023,29
22028,9
22029,74
22030,13
22031,86
22032,38
22033,7
22034,76
22035,24
22036,31
22037,31
22038,69
22040,64
22041,1
22042,57
22043,3
22046,13
22047,93
22049,85
22050,20
22051,30
22052,2
22053,91
22055,24
22056,35
22057,59
22058,73
22059,49
22060,0
22061,92
22062,28
22063,59
22064,70
22066,41
22067,41
22069,49
22071,17
22072,72
22073,56
22074,12
22075,18
22076,62
22079,86
22080,74
22081,99
22082,41
22083,35
22084,41
22085,13
22086,91
22087,3
22088,18
22089,14
22090,63
22091,59
22093,88
22094,84
22095,22
22096,72
22097,84
22098,18
22099,16
22100,41
22101,32
22102,56
22103,9
22104,35
22105,20
22106,13
22107,51
22108,11
22109,59
22110,25
22112,74
22113,86
22114,55
22115,53
22116,27
22117,84
22118,84
22120,88
22121,43
22124,16
22125,51
22126,61
22127,61
22128,94
22129,40
22130,36
22131,62
22132,44
22133,30
22134,13
22135,20
22136,54
22138,61
22140,93
22141,11
22142,29
22143,31
22144,22
22145,80
22146,43
22147,73
22148,76
22149,14
22150,81
22151,18
22152,44
22153,53
22154,44
22155,33
22156,86
22157,28
22158,15
22161,52
22162,74
22163,17
22164,17
22165,81
22166,14
22168,72
22169,42
22170,11
22171,56
22172,36
22173,33
22174,13
22175,24
22176,44
22177,20
22178,52
22179,95
22180,59
22181,24
22182,48
22183,17
22184,24
22185,7
22186,2
22187,52
22188,10
22189,26
22190,54
22191,37
22193,12
22194,70
22195,92
22196,7
22197,74
22198,15
22199,52
22200,13
22201,24
22202,37
22203,15
22204,13
22205,37
22206,15
22207,43
22208,94
22210,84
22211,29
22212,33
22213,20
22214,37
22215,7
22216,44
22217,13
22218,56
22219,17
22220,62
22221,15
22222,54
22223,99
22224,65
22225,17
22226,44
22227,56
22228,54
22229,29
22230,13
22231,59
22232,92
22233,59
22234,74
22236,98
22237,26
22238,13
22239,44
22240,14
22241,31
22242,71
22243,92
22244,17
22245,17
22246,76
22247,44
22248,72
22249,80
22250,66
22251,8
22252,7
22254,95
22255,53
22256,14
22257,53
22258,91
22259,69
22260,75
22261,99
22263,51
22264,48
22265,17
22267,93
22269,73
22270,82
22271,15
22272,15
22273,37
22274,93
22275,43
22276,37
22277,7
22278,33
22279,17
22280,15
22281,88
22282,59
22283,20
22284,37
22285,93
22286,88
22287,59
22288,51
22289,38
22290,92
22291,92
22292,92
22293,92
22294,13
22295,18
22297,43
22298,77
22300,36
22301,25
22302,27
22303,85
22304,91
22305,83
22306,11
22307,74
22308,74
22309,17
22310,59
22311,3
22312,64
22313,30
22314,20
22315,85
22316,85
22317,85
22318,85
22319,44
22320,70
22321,91
22322,38
22323,83
22324,12
22325,51
22326,38
22327,40
22328,59
22329,13
22331,76
22332,90
22334,0
22335,74
22336,36
22337,97
22338,90
22339,61
22342,90
22343,63
22344,21
22345,96
22346,56
22347,27
22350,2
22351,54
22352,86
22353,49
22354,3
22357,56
22358,70
22359,11
22362,15
22363,95
22364,20
22365,92
22366,18
22369,61
22370,94
22371,20
22372,13
22373,72
22374,24
22375,36
22376,26
22377,74
22379,51
22380,30
22381,69
22382,69
22387,48
22390,15
22392,34
22396,72
22397,10
22398,17
22399,80
22400,18
22401,59
22402,66
22403,99
22404,92
22405,95
22406,74
22407,3
22408,3
22409,27
22410,17
22411,37
22414,53
22415,38
22417,11
22418,89
22419,36
22420,72
22421,38
22422,20
22423,38
22424,17
22425,11
22426,56
22427,51
22428,81
22430,81
22431,86
22432,20
22433,17
22455,43
22456,69
22457,8
22458,73
22459,26
22460,12
22461,31
22462,56
22463,88
22464,35
22466,56
22467,44
22470,56
22471,95
22472,28
22474,38
22475,38
22476,15
22477,15
22478,43
22479,76
22480,49
22482,18
22483,42
22484,64
22485,60
22486,30
22487,95
22488,39
22489,11
22490,13
22495,80
22496,62
22497,59
22500,75
22510,35
22511,53
22512,56
22513,90
22515,29
22518,80
22519,57
22520,64
22521,92
22522,1
22523,12
22524,56
22525,88
22526,44
22527,44
22529,69
22530,37
22531,38
22532,17
22533,87
22534,13
22535,38
22536,13
22537,80
22538,44
22539,74
22540,44
22541,7
22542,26
22544,44
22545,56
22546,46
22547,17
22549,44
22550,95
22553,46
22554,7
22557,31
22559,44
22560,44
22561,3
22563,30
22564,51
22565,70
22566,92
22567,31
22568,43
22569,38
22571,17
22573,30
22574,51
22576,30
22577,8
22578,8
22579,56
22581,34
22582,24
22583,59
22584,41
22585,44
22586,83
22587,64
22588,9
22589,56
22590,25
22591,31
22593,20
22594,95
22595,97
22596,56
22597,56
22598,95
22599,28
22600,8
22601,35
22602,30
22603,68
22604,74
22605,54
22606,54
22607,75
22608,54
22609,2
22610,30
22611,24
22612,30
22617,52
22619,54
22620,77
22621,36
22623,56
22624,61
22625,61
22626,2
22627,28
22629,44
22631,84
22636,8
22637,38
22638,37
22639,61
22644,17
22645,30
22646,35
22650,99
22651,89
22652,17
22653,30
22654,33
22655,73
22656,74
22657,77
22660,37
22661,76
22662,15
22663,43
22664,15
22665,57
22666,59
22667,94
22668,99
22669,92
22670,86
22671,30
22672,30
22673,14
22674,86
22675,95
22676,31
22677,12
22680,14
22681,31
22682,12
22683,77
22684,77
22685,77
22687,30
22688,30
22689,80
22690,51
22691,30
22692,38
22693,72
22694,36
22695,10
22696,57
22697,30
22698,30
22699,15
22700,60
22701,70
22702,2
22703,59
22704,70
22705,70
22706,94
22707,2
22708,94
22709,59
22710,2
22711,94
22712,59
22713,70
22714,70
22715,70
22716,37
22717,98
22718,47
22719,95
22720,87
22721,64
22724,30
22725,30
22726,38
22727,74
22728,81
22731,70
22732,38
22733,89
22734,38
22735,26
22736,38
22737,85
22739,20
22740,74
22743,17
22744,17
22745,7
22746,89
22747,89
22748,40
22749,60
22750,3
22752,7
22754,44
22755,24
22756,3
22757,37
22758,36
22759,7
22762,53
22763,90
22764,81
22765,60
22766,74
22767,44
22770,36
22771,40
22774,92
22775,11
22776,53
22777,31
22778,3
22779,47
22781,37
22782,10
22783,36
22784,77
22790,55
22791,88
22792,42
22793,34
22794,7
22795,74
22796,31
22797,54
22799,84
22800,13
22803,38
22804,37
22805,30
22806,33
22807,33
22808,33
22809,33
22810,33
22811,33
22812,95
22814,20
22815,42
22816,3
22818,24
22819,94
22820,33
22821,12
22822,20
22825,38
22827,82
22829,55
22831,27
22832,75
22833,98
22834,42
22835,85
22836,85
22837,85
22838,1
22839,85
22840,94
22841,59
22842,1
22843,94
22844,94
22845,93
22846,74
22847,95
22848,38
22849,4
22865,73
22866,56
22867,56
22869,56
22871,27
22872,1
22873,30
22874,17
22875,90
22876,56
22877,43
22878,43
22879,43
22880,75
22881,90
22882,25
22883,15
22884,82
22885,20
22886,72
22887,24
22888,24
22890,56
22891,24
22892,44
22893,56
22895,56
22896,74
22897,56
22900,88
22902,2
22903,42
22904,37
22905,30
22906,41
22910,69
22911,8
22912,92
22913,41
22914,28
22915,70
22916,92
22921,24
22922,24
22924,17
22925,41
22926,36
22927,36
22928,37
22938,17
22939,4
22940,30
22941,30
22942,97
22943,16
22944,92
22948,17
22955,20
22956,53
22957,30
22958,56
22959,31
22960,41
22961,94
22965,27
22966,56
22967,56
22972,17
22973,64
22974,10
22976,14
22988,30
22989,30
22990,75
22991,86
22992,30
22993,30
22994,31
22995,17
22996,17
22997,90
22998,7
22999,93
23000,1
23001,85
23002,48
23003,85
23004,85
23005,85
23006,70
23007,85
23008,15
23009,37
23010,37
23011,15
23012,37
23013,2
23014,22
23015,59
23016,59
23017,2
23022,92
23023,61
23024,80
23025,11
23026,17
23027,61
23028,44
23029,32
23030,37
23031,94
23032,30
23033,47
23034,14
23036,86
23037,38
23038,26
23040,36
23041,10
23042,10
23043,10
23044,10
23045,10
23046,10
23048,7
23049,92
23050,62
23051,7
23052,9
23053,16
23054,37
23055,15
23056,87
23057,22
23058,87
23059,33
23060,47
23061,76
23062,15
23063,0
23064,30
23066,27
23067,3
23068,92
23069,92
23070,92
23071,17
23072,7
23073,47
23074,17
23086,54
23087,30
23090,7
23091,56
23092,20
23094,17
23095,66
23096,18
23097,41
23099,56
23100,28
23101,11
23102,44
23103,56
23104,56
23106,37
23107,27
23108,70
23111,98
23112,74
23113,20
23114,74
23115,29
23116,17
23117,17
23118,7
23119,91
23120,92
23121,94
23122,15
23123,35
23124,93
23125,17
23126,74
23127,15
23128,47
23129,92
23130,92
23131,92
23132,76
23135,79
23136,20
23137,31
23138,31
23139,82
23140,16
23141,7
23142,82
23144,59
23146,56
23147,56
23148,56
23149,56
23150,33
23152,29
23153,56
23154,92
23155,59
23157,93
23159,56
23160,25
23161,16
23162,44
23163,22
23164,44
23165,15
23166,94
23167,15
23168,59
23169,90
23170,74
23171,70
23172,76
23173,94
23174,15
23175,15
23176,15
23177,15
23178,35
23179,15
23180,59
23181,15
23182,41
23183,47
23184,0
23185,56
23186,75
23187,91
23188,92
23189,92
23190,92
23191,0
23192,59
23193,59
23194,44
23195,92
23196,38
23197,56
23198,56
23200,14
23204,61
23205,61
23207,59
23208,92
23209,13
23210,56
23212,61
23213,3
23214,59
23215,37
23216,15
23217,7
23218,37
23219,15
23220,76
23221,47
23222,15
23223,37
23224,23
23225,61
23226,52
23227,49
23229,82
23230,20
23231,16
23232,44
23233,13
23234,10
23235,61
23240,52
23241,20
23242,82
23244,59
23245,38
23246,37
23247,70
23248,70
23249,70
23250,70
23251,70
23252,59
23253,94
23254,70
23255,70
23256,70
23257,10
23258,95
23259,68
23260,7
23261,35
23262,92
23263,92
23264,92
23265,17
23266,1
23267,7
23268,59
23269,7
23270,35
23271,7
23272,7
23273,13
23274,92
23275,47
23276,91
23277,82
23278,17
23280,95
23281,24
23282,61
23283,2
23284,31
23286,86
23287,43
23288,74
23290,3
23291,60
23292,92
23293,79
23295,13
23296,59
23299,73
23300,28
23301,90
23302,3
23303,3
23304,63
23305,24
23307,3
23308,56
23310,3
23311,82
23312,8
23314,24
23315,86
23316,24
23317,46
23318,24
23319,77
23320,8
23321,14
23322,3
23323,74
23324,85
23325,82
23326,82
23327,70
23328,82
23329,93
23330,93
23331,30
23332,98
23334,20
23335,44
23336,74
23337,44
23338,38
23339,90
23340,41
23343,4
23344,3
23347,11
23348,24
23349,18
23350,24
23351,92
23352,85
23353,24
23354,64
23355,74
23356,70
23357,94
23358,94
23359,59
23360,59
23361,94
23362,43
23363,91
23364,93
23365,59
23366,93
23367,93
23368,94
23369,94
23370,86
23371,82
23372,59
23373,92
23374,92
23375,7
23376,92
23377,7
23378,7
23379,56
23380,92
23381,92
23382,92
23383,92
23384,7
23385,7
23386,92
23387,7
23388,92
23389,27
23390,48
23391,94
23392,38
23394,38
23395,8
23397,24
23398,3
23399,74
23401,3
23402,61
23403,40
23404,24
23405,74
23406,3
23407,24
23408,25
23409,27
23410,93
23411,82
23412,82
23413,82
23414,82
23415,0
23416,59
23417,59
23418,82
23419,76
23420,15
23421,15
23422,11
23424,35
23426,56
23427,81
23428,89
23429,56
23430,43
23431,24
23432,33
23433,24
23434,40
23435,64
23436,24
23438,26
23439,56
23440,7
23441,7
23443,25
23445,59
23446,51
23447,86
23448,93
23449,80
23450,88
23451,3
23452,74
23453,74
23454,24
23455,24
23456,24
23457,24
23458,94
23459,24
23460,74
23462,72
23464,88
23465,3
23466,73
23467,24
23468,79
23469,46
23470,46
23471,46
23472,46
23473,83
23474,33
23475,99
23476,18
23477,74
23478,76
23479,51
23480,24
23481,15
23482,24
23483,74
23485,92
23487,59
23488,29
23489,33
23490,13
23491,92
23492,92
23493,7
23494,27
23495,69
23496,45
23497,92
23498,7
23499,16
23500,97
23501,92
23502,17
23503,17
23504,7
23505,92
23506,7
23507,95
23509,25
23510,59
23511,57
23512,59
23513,93
23514,59
23515,59
23516,59
23517,16
23518,30
23519,95
23521,24
23522,3
23523,3
23524,47
23527,74
23528,92
23529,52
23530,17
23531,74
23533,12
23534,56
23535,56
23536,92
23537,36
23538,99
23539,7
23540,92
23541,37
23542,37
23544,79
23545,24
23546,89
23547,89
23548,59
23549,59
23550,59
23551,59
23552,59
23553,57
23554,59
23555,59
23556,59
23557,59
23558,13
23559,20
23560,74
23561,44
23562,35
23563,56
23564,91
23565,41
23568,56
23569,57
23570,35
23571,56
23572,52
23573,83
23574,89
23575,82
23576,40
23577,92
23579,64
23580,26
23581,77
23584,17
23587,95
23588,56
23591,44
23592,56
23593,51
23594,74
23595,27
23597,99
23598,24
23599,90
23601,12
23602,92
23603,16
23604,30
23605,60
23606,37
23607,76
23608,22
23609,63
23611,80
23612,56
23613,42
23614,80
23619,80
23622,17
23623,94
23624,41
23625,92
23626,28
23627,92
23629,15
23630,15
23631,15
23632,15
23633,15
23634,43
23635,35
23636,44
23637,59
23638,13
23639,11
23640,20
23641,33
23642,46
23643,59
23644,17
23645,17
23646,65
23647,85
23648,82
23649,74
23650,86
23651,56
23652,24
23653,1
23655,52
23656,64
23657,90
23658,30
23659,20
23660,20
23661,3
23662,62
23663,22
23664,15
23665,24
23666,77
23667,3
23668,75
23669,56
23671,74
23673,18
23674,7
23675,16
23677,17
23678,16
23680,63
23681,80
23682,64
23683,92
23684,99
23686,3
23688,56
23689,36
23690,52
23691,23
23692,83
23693,92
23694,93
23695,94
23696,15
23697,15
23698,15
23699,82
23700,43
23701,15
23702,7
23703,43
23725,92
23726,30
23727,1
23728,86
23729,79
23730,59
23731,25
23732,59
23733,41
23734,36
23735,74
23736,37
23737,37
23738,76
23739,82
23741,37
23742,74
23743,36
23744,86
23745,82
23746,30
23747,41
23748,31
23749,72
23750,51
23751,17
23752,37
23753,99
23754,77
23755,32
23757,37
23758,92
23760,30
23761,4
23762,56
23763,17
23764,56
23765,7
23766,92
23767,56
23768,59
23769,79
23770,77
23771,16
23772,20
23773,92
23776,68
23777,79
23778,37
23779,92
23780,94
23781,94
23782,94
23783,80
23784,93
23785,17
23786,17
23788,15
23789,15
23790,44
23791,25
23792,38
23794,24
23795,93
23797,37
23798,95
23799,25
23800,34
23802,36
23803,2
23804,7
23805,0
23806,70
23807,94
23808,70
23809,70
23810,16
23811,17
23813,79
23815,30
23819,49
23820,20
23821,7
23826,13
23829,17
23831,44
23832,16
23836,91
23845,44
23846,41
23847,24
23852,54
23853,92
23856,74
23857,95
23858,80
23859,43
23860,11
23861,12
23866,3
23868,56
23869,3
23870,68
23871,86
23872,56
23874,22
23875,83
23880,40
23881,30
23882,44
23884,56
23885,33
23886,93
23887,74
23888,3
23889,44
23892,7
23893,43
23894,17
23895,24
23916,17
23918,74
23920,56
23921,77
23922,59
23923,80
23924,74
23926,71
23927,70
23928,56
23929,90
23930,56
23931,56
23941,74
23942,56
23943,3
23944,92
23946,93
23952,37
23955,92
23956,14
23958,99
23959,53
23960,56
23963,52
23971,15
23972,80
23973,70
23984,8
23985,76
23986,7
23987,17
23988,37
23989,92
23990,16
23991,77
23992,76
23993,56
23994,65
23995,17
23996,93
23997,87
23998,27
23999,17
24000,1
24001,63
24002,26
24003,15
24005,90
24006,35
24010,0
24011,24
24012,74
24013,92
24014,59
24015,74
24016,51
24018,38
24019,99
24020,43
24022,57
24023,31
24024,70
24025,17
24030,74
24033,17
24034,37
24035,90
24044,57
24046,35
24053,3
24054,90
24055,20
24061,3
24062,31
24063,64
24064,44
24065,24
24066,13
24067,20
24069,11
24070,17
24071,41
24073,48
24076,64
24077,68
24078,62
24080,64
24082,8
24083,38
24084,52
24085,91
24086,59
24088,41
24089,44
24091,44
24092,73
24093,76
24094,85
24095,30
24096,16
24097,59
24101,25
24102,33
24103,1
24104,90
24105,85
24107,20
24108,24
24109,56
24117,24
24118,90
24119,90
24120,0
24121,56
24122,56
24124,74
24125,55
24126,59
24128,52
24130,92
24131,82
24132,94
24133,93
24134,20
24135,90
24140,48
24146,69
24147,35
24148,22
24149,90
24150,56
24151,56
24152,90
24153,18
24155,94
24157,30
24158,52
24159,95
24160,92
24161,56
24163,32
24165,51
24166,56
24167,24
24168,17
24171,63
24177,76
24179,20
24180,44
24181,0
24182,17
24186,89
24187,90
24188,36
24189,56
24191,69
24192,56
24194,14
24195,83
24196,44
24197,93
24198,90
24199,73
24200,2
24201,33
24202,22
24203,66
24204,41
24205,55
24207,30
24210,85
24211,62
24215,10
24216,38
24218,13
24219,51
24220,76
24221,56
24222,74
24235,17
24236,25
24237,3
24238,18
24241,17
24242,20
24244,0
24246,44
24247,56
24248,17
24251,17
24252,92
24253,4
24254,46
24256,18
24258,38
24259,80
24261,52
24262,99
24263,32
24265,30
24267,7
24268,92
24269,69
24270,85
24271,24
24274,25
24275,56
24276,56
24277,44
24278,56
24280,99
24281,41
24282,44
24283,92
24284,18
24285,80
24286,57
24287,59
24290,56
24293,20
24296,48
24297,82
24298,24
24299,62
24301,37
24302,90
24303,36
24304,18
24306,37
24307,83
24308,98
24309,62
24310,57
24311,18
24312,99
24313,80
24314,20
24315,18
24317,41
24318,30
24321,95
24322,19
24323,19
24324,71
24326,15
24328,18
24329,92
24330,77
24331,38
24332,13
24333,85
24334,99
24335,94
24336,24
24337,93
24340,89
24341,41
24342,59
24343,52
24345,42
24346,81
24347,74
24348,93
24349,22
24350,76
24351,22
24352,95
24353,93
24354,74
24356,18
24357,30
24358,30
24359,76
24360,96
24361,17
24362,4
24363,38
24364,99
24365,27
24366,79
24368,12
24370,90
24372,20
24373,18
24374,1
24375,90
24376,70
24378,3
24379,37
24380,56
24382,90
24384,55
24385,41
24387,55
24388,40
24389,32
24391,95
24392,90
24393,48
24394,0
24395,90
24396,18
24397,90
24398,30
24399,56
24400,73
24402,64
24403,92
24404,18
24405,38
24406,20
24407,55
24408,30
24409,40
24410,92
24414,30
24415,74
24416,13
24417,59
24418,56
24419,53
24420,72
24421,72
24423,95
24426,44
24427,82
24428,47
24430,16
24431,17
24432,80
24433,80
24434,80
24435,2
24436,90
24437,74
24438,41
24439,7
24440,79
24441,77
24442,95
24443,17
24444,90
24446,7
24449,24
24450,59
24451,90
24452,53
24453,30
24454,7
24456,81
24457,31
24458,16
24459,92
24460,3
24461,45
24465,24
24469,83
24470,15
24471,64
24472,18
24473,72
24474,71
24475,71
24476,71
24477,71
24478,71
24479,71
24482,3
24483,47
24484,14
24485,24
24487,95
24488,43
24489,3
24491,36
24492,73
24493,3
24494,31
24495,90
24496,64
24497,13
24498,13
24499,85
24500,88
24502,7
24503,43
24504,46
24505,4
24506,32
24507,20
24509,92
24510,21
24513,17
24516,17
24517,90
24518,76
24519,47
24520,62
24521,56
24522,16
24524,63
24526,48
24527,28
24528,50
24529,44
24530,24
24531,36
24532,74
24534,18
24535,85
24537,41
24538,12
24539,83
24540,16
24541,41
24542,55
24543,70
24544,92
24545,3
24547,92
24548,41
24550,62
24551,60
24552,64
24553,73
24554,92
24556,10
24557,92
24558,56
24559,64
24560,24
24561,31
24562,84
24563,0
24564,79
24565,17
24566,56
24567,56
24568,35
24569,72
24570,22
24574,76
24576,20
24577,93
24578,17
24579,68
24580,7
24581,9
24582,92
24583,64
24584,7
24585,41
24586,62
24587,15
24588,21
24589,3
24590,3
24591,28
24592,3
24593,72
24594,18
24595,80
24596,31
24597,68
24598,53
24599,17
24600,14
24602,82
24603,93
24604,0
24605,38
24606,83
24607,10
24608,92
24609,74
24610,74
24611,24
24612,83
24613,14
24614,72
24615,7
24616,75
24617,59
24621,59
24622,34
24623,24
24624,37
24626,27
24627,14
24628,3
24629,64
24631,17
24632,17
24633,18
24634,83
24635,60
24637,77
24639,7
24640,94
24641,59
24642,7
24643,51
24644,24
24645,17
24647,34
24648,81
24650,51
24651,60
24652,53
24653,83
24654,84
24655,56
24656,55
24658,31
24659,96
24660,17
24662,74
24663,17
24664,82
24665,41
24666,7
24667,28
24668,12
24669,74
24670,64
24671,64
24672,91
24673,24
24674,26
24676,4
24678,86
24679,69
24680,65
24681,77
24682,51
24683,17
24684,20
24685,13
24686,20
24688,8
24689,53
24690,16
24692,74
24693,18
24694,24
24695,62
24696,1
24697,92
24698,92
24699,13
24700,47
24702,10
24703,74
24704,15
24705,94
24706,13
24707,90
24708,63
24709,72
24711,92
24712,14
24713,95
24714,72
24715,42
24716,94
24717,70
24718,96
24719,68
24720,30
24721,90
24722,41
24723,90
24724,62
24725,74
24726,51
24727,8
24728,95
24730,35
24731,3
24732,72
24734,24
24735,56
24736,24
24737,72
24738,74
24739,45
24740,83
24741,31
24742,1
24744,16
24745,95
24749,90
24750,43
24751,74
24752,27
24753,92
24754,97
24755,42
24756,46
24757,20
24758,59
24759,20
24760,24
24761,10
24762,23
24764,44
24765,83
24767,33
24769,33
24770,22
24771,1
24772,17
24775,17
24776,51
24777,27
24778,24
24779,44
24780,96
24781,53
24783,7
24784,43
24785,65
24786,68
24787,53
24788,35
24789,65
24790,4
24791,56
24792,56
24793,7
24794,45
24795,24
24797,9
24798,2
24799,33
24800,81
24803,61
24804,15
24805,70
24806,7
24807,7
24808,27
24810,12
24811,72
24812,43
24813,91
24814,59
24815,99
24816,27
24818,27
24819,98
24821,59
24822,1
24825,46
24826,17
24827,7
24828,1
24829,54
24831,74
24832,7
24834,24
24835,59
24836,7
24837,43
24838,43
24839,33
24840,38
24841,89
24842,83
24849,24
24851,66
24852,3
24854,81
24855,77
24856,69
24857,74
24858,3
24859,7
24860,13
24862,12
24864,56
24865,56
24866,41
24868,95
24869,69
24870,44
24871,37
24872,3
24873,94
24874,94
24875,94
24876,94
24877,94
24878,94
24879,76
24880,7
24881,3
24882,42
24883,28
24884,8
24885,36
24886,79
24889,12
24890,26
24891,27
24892,52
24893,84
24894,24
24895,42
24896,7
24897,42
24898,76
24900,54
24901,31
24902,36
24903,17
24904,71
24906,83
24907,7
24909,17
24910,93
24911,86
24912,74
24913,44
24914,7
24916,7
24917,10
24918,92
24920,37
24921,92
24922,45
24923,40
24926,17
24927,25
24928,56
24929,33
24930,53
24931,64
24932,95
24933,33
24934,18
24935,74
24936,37
24937,17
24938,71
24939,71
24940,71
24941,71
24942,71
24943,71
24944,21
24945,22
24946,85
24947,88
24948,72
24949,56
24950,95
24951,83
24952,82
24953,82
24954,7
24955,56
24956,92
24958,25
24959,63
24963,94
24964,51
24965,56
24966,90
24968,14
24970,3
24971,84
24972,41
24973,82
24974,8
24975,90
24976,85
24977,56
24978,35
24979,18
24980,9
24981,12
24982,36
24984,18
24985,93
24986,1
24987,74
24989,20
24990,95
24991,17
24992,30
24993,74
24994,64
24995,42
24996,82
24997,42
24998,59
24999,7
25000,54
25001,1
25002,17
25003,17
25004,41
25005,74
25006,11
25007,55
25008,99
25009,11
25010,30
25012,34
25013,77
25014,0
25015,69
25016,76
25017,16
25018,20
25020,11
25021,72
25022,7
25023,62
25024,44
25025,74
25026,13
25027,8
25028,33
25029,46
25030,66
25031,82
25032,7
25033,54
25034,54
25035,56
25037,22
25038,22
25040,8
25041,80
25042,51
25043,59
25044,81
25045,57
25046,63
25047,52
25049,83
25050,21
25051,44
25053,76
25055,49
25056,7
25057,7
25058,94
25059,62
25060,7
25061,90
25062,23
25063,34
25064,36
25065,52
25066,52
25067,25
25068,68
25070,1
25071,85
25072,36
25073,73
25075,13
25076,12
25077,53
25078,56
25079,92
25080,84
25081,92
25082,37
25083,36
25084,75
25085,12
25086,25
25087,95
25088,83
25090,3
25091,13
25092,65
25093,36
25094,56
25095,86
25096,65
25098,74
25099,45
25100,95
25101,36
25102,1
25103,2
25104,77
25105,82
25106,7
25107,82
25108,7
25109,82
25110,20
25111,15
25112,46
25115,48
25116,36
25117,83
25118,92
25119,27
25122,83
25126,20
25127,59
25129,80
25132,93
25133,20
25135,83
25136,76
25140,35
25141,20
25143,92
25144,7
25145,17
25150,33
25151,17
25152,22
25153,98
25154,14
25155,77
25156,28
25158,70
25159,62
25163,37
25164,7
25165,17
25166,44
25170,48
25171,76
25172,8
25174,29
25184,79
25185,64
25186,59
25188,22
25189,36
25190,27
25191,36
25193,52
25200,52
25201,3
25203,92
25205,74
25206,74
25207,52
25208,52
25212,60
25213,34
25215,89
25216,36
25220,77
25221,26
25222,77
25224,20
25230,62
25232,46
25234,44
25235,48
25244,12
25254,20
25256,85
25261,46
25264,95
25266,75
25267,28
25268,74
25269,77
25270,44
25272,17
25274,17
25275,46
25277,14
25278,64
25281,99
25282,67
25283,16
25290,51
25291,20
25292,32
25293,18
25294,51
25295,82
25299,76
25300,48
25301,3
25302,49
25303,15
25304,15
25305,94
25306,8
25307,85
25308,89
25309,74
25316,15
25322,80
25325,36
25326,51
25333,33
25334,59
25337,20
25338,20
25339,20
25340,99
25341,83
25342,12
25344,1
25345,49
25351,67
25353,20
25354,11
25355,43
25356,92
25357,49
25358,17
25359,74
25361,30
25363,26
25371,27
25372,36
25373,64
25383,74
25384,17
25387,28
25388,33
25389,64
25390,17
25395,20
25396,92
25398,10
25400,8
