id,cluster
2662,85
2663,10
2664,37
2665,1
2666,98
2667,1
2668,73
2669,13
2670,24
2671,62
2672,27
2673,13
2674,13
2675,15
2676,59
2677,13
2678,98
2679,98
2680,20
2681,0
2683,22
2684,16
2685,37
2686,80
2687,91
2688,33
2689,80
2690,23
2691,17
2692,59
2693,29
2694,37
2695,59
2696,76
2697,76
2698,76
2699,13
2700,79
2701,7
2702,91
2703,2
2704,31
2705,94
2706,43
2707,69
2708,0
2709,87
2710,47
2711,59
2712,59
2713,82
2714,16
2715,85
2716,15
2717,85
2718,85
2719,93
2720,43
2721,16
2722,65
2723,59
2724,31
2725,37
2726,92
2727,82
2728,82
2729,82
2730,82
2731,57
2732,99
2733,65
2735,62
2736,33
2737,74
2739,81
2740,81
2741,89
2742,33
2743,14
2744,33
2745,33
2746,33
2747,33
2748,33
2749,43
2750,33
2751,33
2752,33
2753,33
2754,33
2755,45
2756,33
2757,33
2758,33
2759,0
2760,33
2761,82
2762,88
2763,69
2764,82
2765,7
2766,41
2767,33
2768,47
2769,65
2770,92
2771,85
2772,1
2773,1
2774,1
2775,16
2776,70
2777,70
2778,76
2780,13
2781,74
2782,67
2783,47
2784,59
2785,91
2786,92
2787,1
2788,92
2789,17
2791,15
2792,73
2793,59
2794,59
2795,3
2796,15
2797,10
2798,92
2799,70
2800,26
2801,89
2802,16
2803,70
2804,92
2805,41
2806,76
2807,2
2808,69
2809,59
2810,31
2811,65
2812,65
2813,85
2814,48
2815,2
2816,43
2817,38
2818,1
2819,99
2820,44
2821,85
2822,60
2823,80
2824,92
2825,76
2826,0
2827,0
2828,85
2829,10
2830,91
2831,99
2832,20
2833,93
2834,93
2835,62
2836,41
2841,82
2842,82
2843,27
2844,85
2845,91
2846,67
2847,69
2848,67
2849,20
2850,67
2851,59
2852,33
2853,65
2854,42
2855,82
2856,65
2857,82
2858,1
2859,85
2860,85
2861,33
2862,59
2863,99
2864,0
2865,0
2866,91
2867,59
2868,33
2869,16
2870,70
2871,64
2872,64
2873,35
2874,47
2875,47
2876,16
2878,85
2880,10
2881,26
2882,26
2883,33
2884,40
2885,76
2886,59
2888,99
2891,1
2892,72
2893,16
2895,42
2896,95
2897,95
2898,95
2899,31
2900,95
2901,51
2902,15
2903,15
2904,15
2905,22
2906,10
2907,10
2908,10
2909,15
2910,10
2911,10
2912,10
2913,10
2914,10
2915,37
2916,10
2917,10
2918,10
2919,10
2920,10
2921,81
2922,81
2923,81
2924,81
2925,81
2926,81
2927,81
2928,81
2929,81
2930,81
2931,81
2932,81
2933,81
2934,81
2935,81
2936,81
2937,64
2938,81
2939,73
2940,20
2941,49
2942,91
2943,43
2944,2
2945,2
2946,1
2948,16
2949,59
2950,85
2951,73
2952,73
2953,73
2954,73
2955,73
2956,73
2957,73
2958,73
2959,73
2960,73
2961,73
2962,73
2963,73
2964,73
2965,73
2966,73
2967,73
2968,73
2969,73
2970,73
2971,73
2972,73
2973,73
2974,73
2975,73
2976,73
2977,73
2978,73
2979,73
2980,73
2981,73
2982,13
2983,13
2984,13
2985,13
2986,13
2987,13
2988,13
2989,59
2990,12
2991,42
2992,0
2993,13
2994,43
2995,67
2996,94
2997,38
3001,24
3003,40
3004,31
3005,86
3006,37
3007,44
3008,54
3009,38
3010,47
3011,82
3012,69
3013,10
3014,95
3015,63
3016,93
3017,63
3019,85
3020,80
3021,98
3022,16
3023,49
3024,16
3025,43
3026,98
3027,74
3028,3
3029,9
3030,91
3031,32
3032,31
3033,95
3034,14
3035,41
3036,95
3037,89
3038,83
3039,38
3040,89
3041,31
3042,42
3043,95
3044,93
3045,85
3046,44
3047,82
3048,91
3049,1
3050,83
3051,70
3052,69
3053,89
3054,42
3055,44
3056,85
3057,26
3058,85
3059,69
3066,35
3067,15
3068,10
3069,83
3070,16
3071,33
3072,41
3073,95
3074,32
3075,76
3076,12
3077,49
3078,49
3079,49
3080,49
3081,49
3082,49
3083,49
3084,49
3085,49
3086,49
3087,49
3088,49
3089,49
3090,49
3091,16
3092,31
3093,31
3094,0
3095,76
3096,37
3097,82
3098,27
3099,7
3100,49
3101,13
3102,7
3103,15
3104,15
3105,2
3106,37
3107,15
3108,15
3109,37
3110,2
3111,2
3112,2
3113,15
3114,14
3115,89
3116,15
3117,37
3118,89
3119,89
3120,37
3121,15
3122,85
3123,8
3124,88
3125,15
3126,27
3127,2
3128,53
3129,35
3130,46
3131,4
3132,27
3133,27
3134,15
3135,64
3136,2
3137,70
3138,38
3139,0
3140,80
3141,48
3142,10
3143,46
3144,46
3145,43
3146,16
3147,59
3148,43
3149,17
3150,18
3151,51
3152,74
3153,43
3154,82
3155,82
3156,43
3157,31
3158,10
3159,37
3160,69
3161,95
3162,16
3163,32
3164,73
3165,73
